study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_bytes	fastq_ftp
PRJNA396019	SAMN07459304	SRS2414251	SRX3069833	SRR5908356	9606	Homo sapiens	Illumina HiSeq 4000	KTN609Blood	PAIRED	43324203;4406371044;4423695431	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908356/SRR5908356.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908356/SRR5908356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908356/SRR5908356_2.fastq.gz
PRJNA396019	SAMN07459303	SRS2414252	SRX3069832	SRR5908357	9606	Homo sapiens	Illumina HiSeq 4000	KTN609OP	PAIRED	52607829;4792256700;4846374963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908357/SRR5908357.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908357/SRR5908357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908357/SRR5908357_2.fastq.gz
PRJNA396019	SAMN07459346	SRS2414253	SRX3069831	SRR5908358	9606	Homo sapiens	Illumina HiSeq 4000	KTN1322	PAIRED	65231643;2777439121;4287220345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908358/SRR5908358.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908358/SRR5908358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908358/SRR5908358_2.fastq.gz
PRJNA396019	SAMN07459345	SRS2414254	SRX3069830	SRR5908359	9606	Homo sapiens	Illumina HiSeq 4000	KTN1320	PAIRED	74073617;4990461971;6991113183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908359/SRR5908359.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908359/SRR5908359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908359/SRR5908359_2.fastq.gz
PRJNA396019	SAMN07459344	SRS2414255	SRX3069829	SRR5908360	9606	Homo sapiens	Illumina HiSeq 4000	KTN134Blood	PAIRED	56550404;2524954830;3778547399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908360/SRR5908360.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908360/SRR5908360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908360/SRR5908360_2.fastq.gz
PRJNA396019	SAMN07459343	SRS2414256	SRX3069828	SRR5908361	9606	Homo sapiens	Illumina HiSeq 4000	KTN134OP	PAIRED	49550549;3156411751;4700885066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908361/SRR5908361.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908361/SRR5908361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908361/SRR5908361_2.fastq.gz
PRJNA396019	SAMN07459342	SRS2414258	SRX3069827	SRR5908362	9606	Homo sapiens	Illumina HiSeq 4000	KTN1342	PAIRED	59850517;3612769178;5414227399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908362/SRR5908362.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908362/SRR5908362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908362/SRR5908362_2.fastq.gz
PRJNA396019	SAMN07459341	SRS2414259	SRX3069826	SRR5908363	9606	Homo sapiens	Illumina HiSeq 4000	KTN1340	PAIRED	36952397;2110416476;3260338055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/003/SRR5908363/SRR5908363.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/003/SRR5908363/SRR5908363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/003/SRR5908363/SRR5908363_2.fastq.gz
PRJNA396019	SAMN07459340	SRS2414257	SRX3069825	SRR5908364	9606	Homo sapiens	Illumina HiSeq 4000	KTN152Blood	PAIRED	60126742;2622938806;3984428103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/004/SRR5908364/SRR5908364.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/004/SRR5908364/SRR5908364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/004/SRR5908364/SRR5908364_2.fastq.gz
PRJNA396019	SAMN07459339	SRS2414260	SRX3069824	SRR5908365	9606	Homo sapiens	Illumina HiSeq 4000	KTN152OP	PAIRED	62035083;3496674899;5211519569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/005/SRR5908365/SRR5908365.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/005/SRR5908365/SRR5908365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/005/SRR5908365/SRR5908365_2.fastq.gz
PRJNA396019	SAMN07459353	SRS2414262	SRX3069823	SRR5908366	9606	Homo sapiens	Illumina HiSeq 4000	KTN1150	PAIRED	81430902;5746405386;7542162961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908366/SRR5908366.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908366/SRR5908366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/006/SRR5908366/SRR5908366_2.fastq.gz
PRJNA396019	SAMN07459327	SRS2414261	SRX3069822	SRR5908367	9606	Homo sapiens	Illumina HiSeq 4000	KTN147Blood	PAIRED	66028257;5824943195;5848868110	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908367/SRR5908367.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908367/SRR5908367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/007/SRR5908367/SRR5908367_2.fastq.gz
PRJNA396019	SAMN07459348	SRS2414264	SRX3069821	SRR5908368	9606	Homo sapiens	Illumina HiSeq 4000	KTN132Blood	PAIRED	55712783;3474916951;5435454996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908368/SRR5908368.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908368/SRR5908368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/008/SRR5908368/SRR5908368_2.fastq.gz
PRJNA396019	SAMN07459347	SRS2414263	SRX3069820	SRR5908369	9606	Homo sapiens	Illumina HiSeq 4000	KTN132OP	PAIRED	117104279;10699671189;12648511348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908369/SRR5908369.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908369/SRR5908369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/009/SRR5908369/SRR5908369_2.fastq.gz
PRJNA396019	SAMN07459322	SRS2414266	SRX3069819	SRR5908370	9606	Homo sapiens	Illumina HiSeq 4000	KTN6150	PAIRED	75566690;5158777870;6075352622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908370/SRR5908370.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908370/SRR5908370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/000/SRR5908370/SRR5908370_2.fastq.gz
PRJNA396019	SAMN07459354	SRS2414268	SRX3069818	SRR5908371	9606	Homo sapiens	Illumina HiSeq 4000	KTN1152	PAIRED	73088889;3221031941;5027168024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908371/SRR5908371.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908371/SRR5908371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/001/SRR5908371/SRR5908371_2.fastq.gz
PRJNA396019	SAMN07459321	SRS2414267	SRX3069817	SRR5908372	9606	Homo sapiens	Illumina HiSeq 4000	KTN126Blood	PAIRED	53021957;2839085154;3502236968	ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908372/SRR5908372.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908372/SRR5908372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR590/002/SRR5908372/SRR5908372_2.fastq.gz
PRJNA396019	SAMN07540737	SRS2450775	SRX3115794	SRR5957326	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells91	PAIRED	5552980;8115309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957326/SRR5957326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957326/SRR5957326_2.fastq.gz
PRJNA396019	SAMN07540736	SRS2450774	SRX3115793	SRR5957327	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells90	PAIRED	19331112;23434803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957327/SRR5957327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957327/SRR5957327_2.fastq.gz
PRJNA396019	SAMN07540739	SRS2450773	SRX3115792	SRR5957328	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells93	PAIRED	15487801;19823930	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957328/SRR5957328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957328/SRR5957328_2.fastq.gz
PRJNA396019	SAMN07540738	SRS2450772	SRX3115791	SRR5957329	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells92	PAIRED	19746678;26427946	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957329/SRR5957329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957329/SRR5957329_2.fastq.gz
PRJNA396019	SAMN07540741	SRS2450771	SRX3115790	SRR5957330	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells95	PAIRED	27215065;34525052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957330/SRR5957330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957330/SRR5957330_2.fastq.gz
PRJNA396019	SAMN07540740	SRS2450770	SRX3115789	SRR5957331	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells94	PAIRED	82593059;119554800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957331/SRR5957331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957331/SRR5957331_2.fastq.gz
PRJNA396019	SAMN07540743	SRS2450769	SRX3115788	SRR5957332	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells97	PAIRED	28345354;35619974	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957332/SRR5957332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957332/SRR5957332_2.fastq.gz
PRJNA396019	SAMN07540742	SRS2450768	SRX3115787	SRR5957333	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells96	PAIRED	23550764;28408477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957333/SRR5957333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957333/SRR5957333_2.fastq.gz
PRJNA396019	SAMN07540745	SRS2450765	SRX3115786	SRR5957334	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells99	PAIRED	17688055;24611284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957334/SRR5957334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957334/SRR5957334_2.fastq.gz
PRJNA396019	SAMN07540744	SRS2450767	SRX3115785	SRR5957335	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells98	PAIRED	15686998;21074699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957335/SRR5957335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957335/SRR5957335_2.fastq.gz
PRJNA396019	SAMN07540608	SRS2450766	SRX3115784	SRR5957336	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells53	PAIRED	38326112;40197166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957336/SRR5957336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957336/SRR5957336_2.fastq.gz
PRJNA396019	SAMN07540665	SRS2450764	SRX3115783	SRR5957337	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells19	PAIRED	26526322;37500306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957337/SRR5957337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957337/SRR5957337_2.fastq.gz
PRJNA396019	SAMN07540664	SRS2450763	SRX3115782	SRR5957338	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells18	PAIRED	8636675;12828513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957338/SRR5957338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957338/SRR5957338_2.fastq.gz
PRJNA396019	SAMN07540791	SRS2450760	SRX3115781	SRR5957339	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells145	PAIRED	52219160;74214295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957339/SRR5957339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957339/SRR5957339_2.fastq.gz
PRJNA396019	SAMN07540790	SRS2450761	SRX3115780	SRR5957340	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells144	PAIRED	12813427;17728422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957340/SRR5957340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957340/SRR5957340_2.fastq.gz
PRJNA396019	SAMN07540789	SRS2450762	SRX3115779	SRR5957341	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells143	PAIRED	2392993;3345126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957341/SRR5957341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957341/SRR5957341_2.fastq.gz
PRJNA396019	SAMN07540788	SRS2450759	SRX3115778	SRR5957342	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells142	PAIRED	24366831;30194423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957342/SRR5957342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957342/SRR5957342_2.fastq.gz
PRJNA396019	SAMN07540787	SRS2450758	SRX3115777	SRR5957343	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells141	PAIRED	12485593;17788339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957343/SRR5957343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957343/SRR5957343_2.fastq.gz
PRJNA396019	SAMN07540786	SRS2450757	SRX3115776	SRR5957344	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells140	PAIRED	7745422;9487956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957344/SRR5957344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957344/SRR5957344_2.fastq.gz
PRJNA396019	SAMN07540657	SRS2450756	SRX3115775	SRR5957345	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells11	PAIRED	39259120;58674807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957345/SRR5957345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957345/SRR5957345_2.fastq.gz
PRJNA396019	SAMN07540656	SRS2450755	SRX3115774	SRR5957346	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells10	PAIRED	16009696;20613748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957346/SRR5957346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957346/SRR5957346_2.fastq.gz
PRJNA396019	SAMN07540659	SRS2450754	SRX3115773	SRR5957347	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells13	PAIRED	3812250;5483170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957347/SRR5957347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957347/SRR5957347_2.fastq.gz
PRJNA396019	SAMN07540658	SRS2450753	SRX3115772	SRR5957348	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells12	PAIRED	3253246;4635755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957348/SRR5957348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957348/SRR5957348_2.fastq.gz
PRJNA396019	SAMN07540661	SRS2450752	SRX3115771	SRR5957349	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells15	PAIRED	7660438;10147197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957349/SRR5957349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957349/SRR5957349_2.fastq.gz
PRJNA396019	SAMN07540660	SRS2450751	SRX3115770	SRR5957350	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells14	PAIRED	8928766;11793892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957350/SRR5957350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957350/SRR5957350_2.fastq.gz
PRJNA396019	SAMN07540663	SRS2450749	SRX3115769	SRR5957351	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells17	PAIRED	10228510;14661332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957351/SRR5957351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957351/SRR5957351_2.fastq.gz
PRJNA396019	SAMN07540662	SRS2450750	SRX3115768	SRR5957352	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells16	PAIRED	6395988;8375654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957352/SRR5957352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957352/SRR5957352_2.fastq.gz
PRJNA396019	SAMN07540594	SRS2450748	SRX3115767	SRR5957353	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells39	PAIRED	12609132;14321311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957353/SRR5957353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957353/SRR5957353_2.fastq.gz
PRJNA396019	SAMN07540595	SRS2450747	SRX3115766	SRR5957354	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells40	PAIRED	101734203;105779053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957354/SRR5957354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957354/SRR5957354_2.fastq.gz
PRJNA396019	SAMN07540590	SRS2450746	SRX3115765	SRR5957355	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells35	PAIRED	83669859;87338654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957355/SRR5957355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957355/SRR5957355_2.fastq.gz
PRJNA396019	SAMN07540591	SRS2450745	SRX3115764	SRR5957356	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells36	PAIRED	29041384;32626423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957356/SRR5957356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957356/SRR5957356_2.fastq.gz
PRJNA396019	SAMN07540592	SRS2450743	SRX3115763	SRR5957357	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells37	PAIRED	138121428;149732137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957357/SRR5957357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957357/SRR5957357_2.fastq.gz
PRJNA396019	SAMN07540593	SRS2450744	SRX3115762	SRR5957358	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells38	PAIRED	158505253;174052072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957358/SRR5957358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957358/SRR5957358_2.fastq.gz
PRJNA396019	SAMN07540586	SRS2450742	SRX3115761	SRR5957359	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells31	PAIRED	73628641;77899529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957359/SRR5957359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957359/SRR5957359_2.fastq.gz
PRJNA396019	SAMN07540587	SRS2450741	SRX3115760	SRR5957360	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells32	PAIRED	41314306;41749925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957360/SRR5957360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957360/SRR5957360_2.fastq.gz
PRJNA396019	SAMN07540588	SRS2450740	SRX3115759	SRR5957361	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells33	PAIRED	71129202;79210499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957361/SRR5957361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957361/SRR5957361_2.fastq.gz
PRJNA396019	SAMN07540589	SRS2450739	SRX3115758	SRR5957362	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells34	PAIRED	59958522;63731720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957362/SRR5957362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957362/SRR5957362_2.fastq.gz
PRJNA396019	SAMN07540640	SRS2450738	SRX3115757	SRR5957363	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells85	PAIRED	75342149;78334173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957363/SRR5957363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957363/SRR5957363_2.fastq.gz
PRJNA396019	SAMN07540758	SRS2450737	SRX3115756	SRR5957364	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells112	PAIRED	6689176;7415715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957364/SRR5957364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957364/SRR5957364_2.fastq.gz
PRJNA396019	SAMN07540759	SRS2450736	SRX3115755	SRR5957365	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells113	PAIRED	28360417;38023644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957365/SRR5957365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957365/SRR5957365_2.fastq.gz
PRJNA396019	SAMN07540756	SRS2450735	SRX3115754	SRR5957366	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells110	PAIRED	16266218;19400933	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957366/SRR5957366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957366/SRR5957366_2.fastq.gz
PRJNA396019	SAMN07540757	SRS2450733	SRX3115753	SRR5957367	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells111	PAIRED	6708542;9941044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957367/SRR5957367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5957367/SRR5957367_2.fastq.gz
PRJNA396019	SAMN07540762	SRS2450732	SRX3115752	SRR5957368	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells116	PAIRED	21899414;27852480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957368/SRR5957368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957368/SRR5957368_2.fastq.gz
PRJNA396019	SAMN07540763	SRS2450731	SRX3115751	SRR5957369	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells117	PAIRED	19777560;25277207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957369/SRR5957369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957369/SRR5957369_2.fastq.gz
PRJNA396019	SAMN07540760	SRS2450734	SRX3115750	SRR5957370	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells114	PAIRED	13396360;16506491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957370/SRR5957370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957370/SRR5957370_2.fastq.gz
PRJNA396019	SAMN07540761	SRS2450730	SRX3115749	SRR5957371	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells115	PAIRED	22588101;29394183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957371/SRR5957371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957371/SRR5957371_2.fastq.gz
PRJNA396019	SAMN07540764	SRS2450729	SRX3115748	SRR5957372	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells118	PAIRED	11559952;14539615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957372/SRR5957372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957372/SRR5957372_2.fastq.gz
PRJNA396019	SAMN07540765	SRS2450728	SRX3115747	SRR5957373	9606	Homo sapiens	Illumina HiSeq 4000	KTN102OPcells119	PAIRED	23954921;30176088	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957373/SRR5957373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957373/SRR5957373_2.fastq.gz
PRJNA396019	SAMN07540641	SRS2450727	SRX3115746	SRR5957374	9606	Homo sapiens	Illumina HiSeq 4000	KTN1020cells86	PAIRED	59532701;59550320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957374/SRR5957374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957374/SRR5957374_2.fastq.gz
